,Lat,Lon,City,Zipcode,ID
0,42.2481415,-72.5796331,"South Hadley, MA 01075, USA",01075,2
1,42.279853,-71.7919027,"Worcester, MA 01605, USA",01605,34
2,41.6920942,-70.94279139999999,"New Bedford, MA 02745, USA",02745,42
3,41.6613461,-70.94576350000001,"New Bedford, MA 02746, USA",02746,5
4,43.2566897,-70.89523369999999,"Somersworth, NH 03878, USA",03878,16
5,43.6863422,-70.78768079999999,"Limerick, ME 04048, USA",04048,5
6,41.614604,-72.7806422,"Berlin, CT 06037, USA",06037,21
7,41.5083668,-72.9106202,"Cheshire, CT 06410, USA",06410,125
8,41.5254822,-72.7688226,"Meriden, CT 06450, USA",06450,1
9,41.5254822,-72.7688226,"Meriden, CT 06450, USA",06450,1
10,41.4025871,-73.2411506,"Sandy Hook, CT 06482, USA",06482,30
11,41.4849269,-73.2057595,"Southbury, CT 06488, USA",06488,1
12,41.5567064,-73.0449551,"Waterbury, CT 06702, USA",06702,1
13,41.5399755,-72.9934468,"Wolcott, CT 06705, USA",06705,103
14,41.4997207,-72.9814877,"Waterbury, CT 06712, USA",06712,12
15,41.604736,-72.9696779,"Wolcott, CT 06716, USA",06716,63
16,41.5211466,-73.1231585,"Middlebury, CT 06762, USA",06762,9
